CP069692.1	1	1404		plus	chromosomal replication initiator protein DnaA	dnaA	0	protein-coding		QTF45633.1	467	JSU10_00005
CP069692.1	1409	2509		plus	DNA polymerase III subunit beta	dnaN	0	protein-coding		QTF45634.1	366	JSU10_00010
CP069692.1	2509	3582		plus	DNA replication/repair protein RecF	recF	0	protein-coding		QTF45635.1	357	JSU10_00015
CP069692.1	3611	6025		plus	DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB	0	protein-coding		QTF45636.1	804	JSU10_00020
CP069692.1	6265	6663		plus	YidB family protein		0	protein-coding		QTF45637.1	132	JSU10_00025
CP069692.1	6778	7590		plus	sugar-phosphatase	yidA	0	protein-coding		QTF45638.1	270	JSU10_00030
CP069692.1	7636	8292		minus	hypothetical protein		0	protein-coding		QTF45639.1	218	JSU10_00035
CP069692.1	8570	9259		plus	D-galactonate utilization transcriptional regulator DgoR	dgoR	0	protein-coding		QTF45640.1	229	JSU10_00040
CP069692.1	9256	10134		plus	2-dehydro-3-deoxygalactonokinase	dgoK	0	protein-coding		QTF45641.1	292	JSU10_00045
CP069692.1	10118	10735		plus	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	dgoA	0	protein-coding		QTF45642.1	205	JSU10_00050
CP069692.1	10732	11880		plus	galactonate dehydratase	dgoD	0	protein-coding		QTF45643.1	382	JSU10_00055
CP069692.1	11955	13292		plus	MFS transporter		0	protein-coding		QTF45644.1	445	JSU10_00060
CP069692.1	13289	14353		minus	colicin M resistance protein	cbrA	0	protein-coding		QTF45645.1	354	JSU10_00065
CP069692.1	14454	15668		plus	DUF3748 domain-containing protein		0	protein-coding		QTF45646.1	404	JSU10_00070
CP069692.1	15670	16002		minus	YceK/YidQ family lipoprotein		0	protein-coding		QTF45647.1	110	JSU10_00075
CP069692.1	16308	16721		plus	heat shock chaperone IbpA	ibpA	0	protein-coding		QTF45648.1	137	JSU10_00080
CP069692.1	16833	17261		plus	heat shock chaperone IbpB	ibpB	0	protein-coding		QTF45649.1	142	JSU10_00085
CP069692.1	17458	19119		plus	putative transporter		0	protein-coding		QTF45650.1	553	JSU10_00090
CP069692.1	19116	19832		minus	GntR family transcriptional regulator		0	protein-coding		QTF45651.1	238	JSU10_00095
CP069692.1	20128	21744		plus	PTS sugar transporter subunit IIB		0	protein-coding		QTF45652.1	538	JSU10_00100
CP069692.1	21744	22382		plus	hypothetical protein		0	protein-coding		QTF45653.1	212	JSU10_00105
CP069692.1	22382	22558		plus	uncharacterized gene		0	pseudogene				JSU10_00110
CP069692.1	22555	23448		minus	AraC family transcriptional regulator		0	protein-coding		QTF45654.1	297	JSU10_00115
CP069692.1	23615	25330		plus	solute:sodium symporter family transporter		0	protein-coding		QTF45655.1	571	JSU10_00120
CP069692.1	25327	26820		plus	sulfatase-like hydrolase/transferase		0	protein-coding		QTF45656.1	497	JSU10_00125
CP069692.1	26867	27316		minus	hypothetical protein		0	protein-coding		QTF45657.1	149	JSU10_00130
CP069692.1	27426	27773		plus	YidH family protein		0	protein-coding		QTF45658.1	115	JSU10_00135
CP069692.1	27763	28125		plus	DUF202 domain-containing protein		0	protein-coding		QTF45659.1	120	JSU10_00140
CP069692.1	28122	28619		plus	radical SAM protein		0	protein-coding		QTF45660.1	165	JSU10_00145
CP069692.1	28627	29811		minus	multidrug efflux MFS transporter EmrD	emrD	0	protein-coding		QTF45661.1	394	JSU10_00150
CP069692.1	30230	30319		minus	type I toxin-antitoxin system toxin TisB	tisB	0	protein-coding		QTF45662.1	29	JSU10_00155
CP069692.1	30884	30982		plus	ilvB operon leader peptide IvbL	ivbL	0	protein-coding		QTF45663.1	32	JSU10_00160
CP069692.1	31088	32776		plus	acetolactate synthase large subunit	ilvB	0	protein-coding		QTF45664.1	562	JSU10_00165
CP069692.1	32780	33070		plus	acetolactate synthase small subunit	ilvN	0	protein-coding		QTF45665.1	96	JSU10_00170
CP069692.1	33145	33735		plus	transcriptional regulator UhpA	uhpA	0	protein-coding		QTF45666.1	196	JSU10_00175
CP069692.1	33735	35237		plus	signal transduction histidine-protein kinase/phosphatase UhpB	uhpB	0	protein-coding		QTF45667.1	500	JSU10_00180
CP069692.1	35247	36566		plus	MFS transporter family glucose-6-phosphate receptor UhpC	uhpC	0	protein-coding		QTF47778.1	439	JSU10_00185
CP069692.1	36822	38213		plus	hexose-6-phosphate:phosphate antiporter	uhpT	0	protein-coding		QTF45668.1	463	JSU10_00190
CP069692.1	38259	40025		minus	adenine deaminase	adeD	0	protein-coding		QTF45669.1	588	JSU10_00195
CP069692.1	40200	41534		plus	adenine permease AdeQ	adeQ	0	protein-coding		QTF45670.1	444	JSU10_00200
CP069692.1	41587	42039		plus	DUF1198 domain-containing protein		0	protein-coding		QTF45671.1	150	JSU10_00205
CP069692.1	42250	43440		plus	purine ribonucleoside efflux pump NepI	nepI	0	protein-coding		QTF45672.1	396	JSU10_00210
CP069692.1	43481	43774		minus	hypothetical protein		0	protein-coding		QTF45673.1	97	JSU10_00215
CP069692.1	43996	44814		plus	lipoprotein NlpA	nlpA	0	protein-coding		QTF45674.1	272	JSU10_00220
CP069692.1	44818	45741		minus	DMT family transporter		0	protein-coding		QTF45675.1	307	JSU10_00225
CP069692.1	45852	47036		minus	sugar efflux transporter		0	protein-coding		QTF45676.1	394	JSU10_00230
CP069692.1	47673	47767		minus	uncharacterized gene		0	tRNA				JSU10_00235
CP069692.1	47673	47767		minus	tRNA-Sec		0	other				JSU10_00235
CP069692.1	48060	49442		plus	glycoside-pentoside-hexuronide family transporter		0	protein-coding		QTF45677.1	460	JSU10_00240
CP069692.1	49452	51770		plus	alpha-xylosidase	yicI	0	protein-coding		QTF45678.1	772	JSU10_00245
CP069692.1	51823	53532		minus	AsmA family protein		0	protein-coding		QTF45679.1	569	JSU10_00250
CP069692.1	53653	55044		minus	xanthine/proton symporter XanP	xanP	0	protein-coding		QTF45680.1	463	JSU10_00255
CP069692.1	55324	56529		plus	sodium/glutamate symporter	gltS	0	protein-coding		QTF45681.1	401	JSU10_00260
CP069692.1	56532	57398		plus	hypothetical protein		0	protein-coding		QTF45682.1	288	JSU10_00265
CP069692.1	57383	59464		minus	ATP-dependent DNA helicase RecG	recG	0	protein-coding		QTF45683.1	693	JSU10_00270
CP069692.1	59470	60159		minus	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	trmH	0	protein-coding		QTF45684.1	229	JSU10_00275
CP069692.1	60166	62274		minus	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	spoT	0	protein-coding		QTF45685.1	702	JSU10_00280
CP069692.1	62293	62568		minus	DNA-directed RNA polymerase subunit omega	rpoZ	0	protein-coding		QTF45686.1	91	JSU10_00285
CP069692.1	62623	63246		minus	guanylate kinase	gmk	0	protein-coding		QTF45687.1	207	JSU10_00290
CP069692.1	63504	65186		plus	NAD-dependent DNA ligase LigB	ligB	0	protein-coding		QTF45688.1	560	JSU10_00295
CP069692.1	65183	65800		minus	trimeric intracellular cation channel family protein		0	protein-coding		QTF45689.1	205	JSU10_00300
CP069692.1	66092	66916		minus	DNA damage-inducible protein D	dinD	0	protein-coding		QTF45690.1	274	JSU10_00305
CP069692.1	67460	68224		minus	hypothetical protein		0	protein-coding		QTF45691.1	254	JSU10_00310
CP069692.1	68394	68681		minus	PerC family transcriptional regulator		0	protein-coding		QTF45692.1	95	JSU10_00315
CP069692.1	69057	69194		plus	hypothetical protein		0	protein-coding		QTF45693.1	45	JSU10_00320
CP069692.1	69357	69542		plus	AlpA family phage regulatory protein		0	protein-coding		QTF45694.1	61	JSU10_00325
CP069692.1	70537	70974		plus	hypothetical protein		0	protein-coding		QTF47779.1	145	JSU10_00330
CP069692.1	71036	73141		minus	injection protein		0	protein-coding		QTF45695.1	701	JSU10_00335
CP069692.1	73141	74607		minus	phage DNA ejection protein		0	protein-coding		QTF45696.1	488	JSU10_00340
CP069692.1	74612	74785		minus	hypothetical protein		0	protein-coding		QTF45697.1	57	JSU10_00345
CP069692.1	75370	78126		minus	DUF927 domain-containing protein		0	protein-coding		QTF45698.1	918	JSU10_00350
CP069692.1	78139	78741		minus	hypothetical protein		0	protein-coding		QTF45699.1	200	JSU10_00355
CP069692.1	78734	78955		minus	hypothetical protein		0	protein-coding		QTF45700.1	73	JSU10_00360
CP069692.1	78952	79215		minus	nicotinic acetylcholine receptor subunit beta		0	protein-coding		QTF45701.1	87	JSU10_00365
CP069692.1	79212	79406		minus	hypothetical protein		0	protein-coding		QTF45702.1	64	JSU10_00370
CP069692.1	79399	80427		minus	ash family protein		0	protein-coding		QTF45703.1	342	JSU10_00375
CP069692.1	80421	80603		minus	DUF4222 domain-containing protein		0	protein-coding		QTF45704.1	60	JSU10_00380
CP069692.1	80596	81429		minus	antA/AntB antirepressor family protein		0	protein-coding		QTF45705.1	277	JSU10_00385
CP069692.1	81442	81873		minus	hypothetical protein		0	protein-coding		QTF45706.1	143	JSU10_00390
CP069692.1	81873	82076		minus	AlpA family phage regulatory protein		0	protein-coding		QTF45707.1	67	JSU10_00395
CP069692.1	82189	82689		minus	uncharacterized gene		0	pseudogene				JSU10_00400
CP069692.1	82783	84011		plus	IS3 family transposase		0	protein-coding		QTF45708.1	409	JSU10_00405
CP069692.1	84023	84370		minus	uncharacterized gene		0	pseudogene				JSU10_00410
CP069692.1	84466	85725		minus	tyrosine-type recombinase/integrase		0	protein-coding		QTF45709.1	419	JSU10_00415
CP069692.1	85914	86777		minus	YicC family protein		0	protein-coding		QTF45710.1	287	JSU10_00420
CP069692.1	86904	87620		plus	ribonuclease PH	rph	0	protein-coding		QTF45711.1	238	JSU10_00425
CP069692.1	87686	88327		plus	orotate phosphoribosyltransferase	pyrE	0	protein-coding		QTF45712.1	213	JSU10_00430
CP069692.1	88364	88960		minus	nucleoid occlusion factor SlmA	slmA	0	protein-coding		QTF45713.1	198	JSU10_00435
CP069692.1	89067	89525		minus	dUTP diphosphatase	dut	0	protein-coding		QTF45714.1	152	JSU10_00440
CP069692.1	89503	90723		minus	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC	0	protein-coding		QTF45715.1	406	JSU10_00445
CP069692.1	90895	91563		plus	DNA repair protein RadC	radC	0	protein-coding		QTF45716.1	222	JSU10_00450
CP069692.1	91780	92016		plus	50S ribosomal protein L28	rpmB	0	protein-coding		QTF45717.1	78	JSU10_00455
CP069692.1	92037	92204		plus	50S ribosomal protein L33	rpmG	0	protein-coding		QTF45718.1	55	JSU10_00460
CP069692.1	92302	93111		plus	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	mutM	0	protein-coding		QTF45719.1	269	JSU10_00465
CP069692.1	93150	93629		minus	pantetheine-phosphate adenylyltransferase	coaD	0	protein-coding		QTF45720.1	159	JSU10_00470
CP069692.1	93637	94914		minus	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	waaA	0	protein-coding		QTF45721.1	425	JSU10_00475
CP069692.1	95327	96385		plus	lipopolysaccharide core heptosyltransferase RfaQ	rfaQ	0	protein-coding		QTF45722.1	352	JSU10_00480
CP069692.1	96382	97506		plus	glycosyltransferase family 4 protein		0	protein-coding		QTF45723.1	374	JSU10_00485
CP069692.1	97499	98296		plus	lipopolysaccharide core heptose(I) kinase RfaP	rfaP	0	protein-coding		QTF45724.1	265	JSU10_00490
CP069692.1	98312	99328		plus	lipopolysaccharide 3-alpha-galactosyltransferase	waaO	0	protein-coding		QTF45725.1	338	JSU10_00495
CP069692.1	99345	100340		plus	lipopolysaccharide 1,2-glucosyltransferase		0	protein-coding		QTF45726.1	331	JSU10_00500
CP069692.1	100350	101042		plus	lipopolysaccharide core heptose(II) kinase RfaY	rfaY	0	protein-coding		QTF45727.1	230	JSU10_00505
CP069692.1	101068	102093		plus	UDP-galactose--(galactosyl) LPS alpha1,2-galactosyltransferase		0	protein-coding		QTF45728.1	341	JSU10_00510
CP069692.1	102178	103161		plus	glycosyltransferase family 2 protein		0	protein-coding		QTF45729.1	327	JSU10_00515
CP069692.1	103207	104460		plus	O-antigen ligase family protein		0	protein-coding		QTF45730.1	417	JSU10_00520
CP069692.1	104530	105501		minus	lipopolysaccharide heptosyltransferase RfaC	rfaC	0	protein-coding		QTF45731.1	323	JSU10_00525
CP069692.1	105505	106551		minus	ADP-heptose--LPS heptosyltransferase RfaF	rfaF	0	protein-coding		QTF45732.1	348	JSU10_00530
CP069692.1	106561	107493		minus	ADP-glyceromanno-heptose 6-epimerase	rfaD	0	protein-coding		QTF45733.1	310	JSU10_00535
CP069692.1	107707	108903		plus	glycine C-acetyltransferase	kbl	0	protein-coding		QTF45734.1	398	JSU10_00540
CP069692.1	108913	109938		plus	L-threonine 3-dehydrogenase	tdh	0	protein-coding		QTF45735.1	341	JSU10_00545
CP069692.1	110177	111211		plus	UDP-glucuronate:LPS(HepIII) glycosyltransferase	waaH	0	protein-coding		QTF45736.1	344	JSU10_00550
CP069692.1	111198	112157		minus	divergent polysaccharide deacetylase family protein		0	protein-coding		QTF45737.1	319	JSU10_00555
CP069692.1	112161	113444		minus	murein hydrolase activator EnvC	envC	0	protein-coding		QTF45738.1	427	JSU10_00560
CP069692.1	113454	114998		minus	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmM	0	protein-coding		QTF45739.1	514	JSU10_00565
CP069692.1	115243	115674		plus	rhodanese-like domain-containing protein		0	protein-coding		QTF45740.1	143	JSU10_00570
CP069692.1	115816	116067		plus	glutaredoxin 3	grxC	0	protein-coding		QTF45741.1	83	JSU10_00575
CP069692.1	116130	116597		plus	protein-export chaperone SecB	secB	0	protein-coding		QTF45742.1	155	JSU10_00580
CP069692.1	116597	117616		plus	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	gpsA	0	protein-coding		QTF45743.1	339	JSU10_00585
CP069692.1	117696	118517		plus	serine O-acetyltransferase	cysE	0	protein-coding		QTF45744.1	273	JSU10_00590
CP069692.1	118579	119052		minus	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	trmL	0	protein-coding		QTF45745.1	157	JSU10_00595
CP069692.1	119125	120315		minus	quinone-dependent L-lactate dehydrogenase	lldD	0	protein-coding		QTF45746.1	396	JSU10_00600
CP069692.1	120312	121088		minus	transcriptional regulator LldR	lldR	0	protein-coding		QTF45747.1	258	JSU10_00605
CP069692.1	121088	122743		minus	L-lactate permease	lldP	0	protein-coding		QTF45748.1	551	JSU10_00610
CP069692.1	123112	127962		minus	trimeric autotransporter adhesin EhaG	ehaG	0	protein-coding		QTF45749.1	1616	JSU10_00615
CP069692.1	128006	128689		minus	DUF3251 domain-containing protein		0	protein-coding		QTF45750.1	227	JSU10_00620
CP069692.1	129233	129595		minus	YibL family ribosome-associated protein		0	protein-coding		QTF45751.1	120	JSU10_00625
CP069692.1	129880	130089		plus	hypothetical protein		0	protein-coding		QTF45752.1	69	JSU10_00630
CP069692.1	130101	130688		minus	mannitol operon repressor MtlR	mtlR	0	protein-coding		QTF45753.1	195	JSU10_00635
CP069692.1	130688	131836		minus	mannitol-1-phosphate 5-dehydrogenase	mtlD	0	protein-coding		QTF45754.1	382	JSU10_00640
CP069692.1	132066	133979		minus	PTS mannitol transporter subunit IICBA	mtlA	0	protein-coding		QTF45755.1	637	JSU10_00645
CP069692.1	134516	134878		plus	DUF3302 domain-containing protein		0	protein-coding		QTF45756.1	120	JSU10_00650
CP069692.1	134881	136017		plus	HlyD family secretion protein		0	protein-coding		QTF45757.1	378	JSU10_00655
CP069692.1	136477	136914		minus	hypothetical protein		0	protein-coding		QTF45758.1	145	JSU10_00660
CP069692.1	137621	138082		minus	sel1 repeat family protein		0	protein-coding		QTF45759.1	153	JSU10_00665
CP069692.1	138094	139052		minus	uncharacterized gene		0	pseudogene				JSU10_00670
CP069692.1	139080	139921		minus	uncharacterized gene		0	pseudogene				JSU10_00675
CP069692.1	140026	140409		minus	YbbC/YhhH family protein		0	protein-coding		QTF45760.1	127	JSU10_00680
CP069692.1	140381	141901		minus	uncharacterized gene	rhsB	0	pseudogene				JSU10_00685
CP069692.1	141912	143048		minus	ISAs1-like element ISEc1 family transposase		0	protein-coding		QTF45761.1	378	JSU10_00690
CP069692.1	143191	145706		minus	uncharacterized gene	rhsB	0	pseudogene				JSU10_00695
CP069692.1	145935	146543		plus	glutathione S-transferase		0	protein-coding		QTF45762.1	202	JSU10_00700
CP069692.1	146641	148032		plus	L-seryl-tRNA(Sec) selenium transferase	selA	0	protein-coding		QTF45763.1	463	JSU10_00705
CP069692.1	148029	149873		plus	selenocysteine-specific translation elongation factor	selB	0	protein-coding		QTF45764.1	614	JSU10_00710
CP069692.1	150063	151214		plus	L-threonine dehydrogenase	yiaY	0	protein-coding		QTF45765.1	383	JSU10_00715
CP069692.1	151379	152917		plus	aldehyde dehydrogenase AldB	aldB	0	protein-coding		QTF45766.1	512	JSU10_00720
CP069692.1	153136	153279		minus	hypothetical protein		0	protein-coding		QTF45767.1	47	JSU10_00725
CP069692.1	153462	153785		plus	DUF3302 domain-containing protein		0	protein-coding		QTF45768.1	107	JSU10_00730
