NC_016838.1	201	1418	pKPHS1	plus	replication protein A		11818038	protein-coding		YP_005220808.1	405	KPHS_p100010
NC_016838.1	1870	2082	pKPHS1	minus	hypothetical protein		11818039	protein-coding		YP_005220809.1	70	KPHS_p100020
NC_016838.1	2082	2696	pKPHS1	minus	hypothetical protein		11818040	protein-coding		YP_005220810.1	204	KPHS_p100030
NC_016838.1	2780	2956	pKPHS1	minus	hypothetical protein		11818041	protein-coding		YP_005220811.1	58	KPHS_p100040
NC_016838.1	3127	4149	pKPHS1	minus	putative recombinase		11818042	protein-coding		YP_005220812.1	340	KPHS_p100050
NC_016838.1	4115	4474	pKPHS1	minus	hypothetical protein		11818043	protein-coding		YP_005220813.1	119	KPHS_p100060
NC_016838.1	4474	5418	pKPHS1	minus	hypothetical protein		11818044	protein-coding		YP_005220814.1	314	KPHS_p100070
NC_016838.1	5479	6486	pKPHS1	minus	putative regulator		11818045	protein-coding		YP_005220815.1	335	KPHS_p100080
NC_016838.1	6606	7037	pKPHS1	minus	hypothetical protein		11818046	protein-coding		YP_005220816.1	143	KPHS_p100090
NC_016838.1	7202	7501	pKPHS1	minus	lipoprotein		11818047	protein-coding		YP_005220817.1	99	KPHS_p100100
NC_016838.1	7638	7892	pKPHS1	minus	hypothetical protein		11818048	protein-coding		YP_005220818.1	84	KPHS_p100110
NC_016838.1	8133	8558	pKPHS1	minus	hypothetical protein		11817908	protein-coding		YP_005220819.1	141	KPHS_p100120
NC_016838.1	8573	9067	pKPHS1	minus	DNA polymerase III		11817909	protein-coding		YP_005220820.1	164	KPHS_p100130
NC_016838.1	9046	12090	pKPHS1	minus	putative DNA polymerase III alpha subunit		11817910	protein-coding		YP_005220821.1	1014	KPHS_p100140
NC_016838.1	12271	13116	pKPHS1	minus	porphyrin biosynthetic protein		11817911	protein-coding		YP_005220822.1	281	KPHS_p100150
NC_016838.1	13158	13466	pKPHS1	minus	putative porphyrin biosynthetic protein		11817912	protein-coding		YP_005220823.1	102	KPHS_p100160
NC_016838.1	13600	15885	pKPHS1	minus	porphyrin biosynthetic protein		11817913	protein-coding		YP_005220824.1	761	KPHS_p100170
NC_016838.1	16002	16214	pKPHS1	minus	hypothetical protein		11817914	protein-coding		YP_005220825.1	70	KPHS_p100180
NC_016838.1	16488	16868	pKPHS1	plus	hypothetical protein		11817915	protein-coding		YP_005220826.1	126	KPHS_p100190
NC_016838.1	16863	17966	pKPHS1	minus	integrase		11817916	protein-coding		YP_005220827.1	367	KPHS_p100200
NC_016838.1	18053	19537	pKPHS1	minus	putative retA reverse transcriptase		11817917	protein-coding		YP_005220828.1	494	KPHS_p100210
NC_016838.1	20650	21060	pKPHS1	minus	putative toxin YafO		11817918	protein-coding		YP_005220829.1	136	KPHS_p100220
NC_016838.1	21070	21675	pKPHS1	minus	hypothetical protein		11817919	protein-coding		YP_005220830.1	201	KPHS_p100230
NC_016838.1	21770	22138	pKPHS1	minus	glutaredoxin		11817920	protein-coding		YP_005220831.1	122	KPHS_p100240
NC_016838.1	22146	22919	pKPHS1	minus	hypothetical protein		11817921	protein-coding		YP_005220832.1	257	KPHS_p100250
NC_016838.1	23160	24749	pKPHS1	plus	hypothetical protein		11817922	protein-coding		YP_005220833.1	529	KPHS_p100260
NC_016838.1	24949	25104	pKPHS1	plus	hypothetical protein		11817923	protein-coding		YP_005220834.1	51	KPHS_p100270
NC_016838.1	26044	26433	pKPHS1	minus	hypothetical protein		11817924	protein-coding		YP_005220835.1	129	KPHS_p100280
NC_016838.1	26524	29490	pKPHS1	minus	transposase for transposon Tn1721		11817925	protein-coding		YP_005220836.1	988	KPHS_p100290
NC_016838.1	29494	30054	pKPHS1	minus	Tn4653 resolvase		11817926	protein-coding		YP_005220837.1	186	KPHS_p100300
NC_016838.1	30043	30210	pKPHS1	plus	hypothetical protein		11817927	protein-coding		YP_005220838.1	55	KPHS_p100310
NC_016838.1	30364	30798	pKPHS1	plus	methyl-accepting chemotaxis protein		11817928	protein-coding		YP_005220839.1	144	KPHS_p100320
NC_016838.1	30840	31763	pKPHS1	minus	transposase InsC for insertion sequence IS903		11817929	protein-coding		YP_005220840.1	307	KPHS_p100330
NC_016838.1	31843	32694	pKPHS1	minus	beta-lactamase CTX-M-14		11817930	protein-coding		YP_005220841.1	283	KPHS_p100340
NC_016838.1	32698	32820	pKPHS1	plus	hypothetical protein		11817931	protein-coding		YP_005220842.1	40	KPHS_p100350
NC_016838.1	32865	32987	pKPHS1	minus	hypothetical protein		11817932	protein-coding		YP_005220843.1	40	KPHS_p100360
NC_016838.1	32968	34230	pKPHS1	minus	transposase		11817933	protein-coding		YP_005220844.1	420	KPHS_p100370
NC_016838.1	34431	35462	pKPHS1	plus	methyl-accepting chemotaxis protein		11817934	protein-coding		YP_005220845.1	343	KPHS_p100380
NC_016838.1	35773	35988	pKPHS1	minus	hypothetical protein		11817935	protein-coding		YP_005220846.1	71	KPHS_p100390
NC_016838.1	35972	36136	pKPHS1	minus	hypothetical protein		11817936	protein-coding		YP_005220847.1	54	KPHS_p100400
NC_016838.1	36148	37470	pKPHS1	minus	putative DNA ligase		11817937	protein-coding		YP_005220848.1	440	KPHS_p100410
NC_016838.1	37470	37937	pKPHS1	minus	hypothetical protein		11817938	protein-coding		YP_005220849.1	155	KPHS_p100420
NC_016838.1	38017	38805	pKPHS1	minus	hypothetical protein		11817939	protein-coding		YP_005220850.1	262	KPHS_p100430
NC_016838.1	39067	40269	pKPHS1	plus	hypothetical protein		11817940	protein-coding		YP_005220851.1	400	KPHS_p100440
NC_016838.1	40312	41436	pKPHS1	minus	hypothetical protein		11817941	protein-coding		YP_005220852.1	374	KPHS_p100450
NC_016838.1	41584	42924	pKPHS1	minus	putative DNA helicase		11817942	protein-coding		YP_005220853.1	446	KPHS_p100460
NC_016838.1	42989	43714	pKPHS1	minus	hypothetical protein		11817943	protein-coding		YP_005220854.1	241	KPHS_p100470
NC_016838.1	43897	44058	pKPHS1	minus	hypothetical protein		11817944	protein-coding		YP_005220855.1	53	KPHS_p100480
NC_016838.1	44300	44734	pKPHS1	minus	hypothetical protein		11817945	protein-coding		YP_005220856.1	144	KPHS_p100490
NC_016838.1	44881	45066	pKPHS1	minus	hypothetical protein		11817946	protein-coding		YP_005220857.1	61	KPHS_p100500
NC_016838.1	45139	45495	pKPHS1	minus	hypothetical protein		11817947	protein-coding		YP_005220858.1	118	KPHS_p100510
NC_016838.1	45501	46166	pKPHS1	minus	putative plasmid stability protein		11817948	protein-coding		YP_005220859.1	221	KPHS_p100520
NC_016838.1	46406	46927	pKPHS1	plus	hypothetical protein		11817949	protein-coding		YP_005220860.1	173	KPHS_p100530
NC_016838.1	46982	47137	pKPHS1	minus	hypothetical protein		11817950	protein-coding		YP_005220861.1	51	KPHS_p100540
NC_016838.1	47130	47381	pKPHS1	minus	hypothetical protein		11817951	protein-coding		YP_005220862.1	83	KPHS_p100550
NC_016838.1	47384	48076	pKPHS1	minus	putative transmembrane protein		11817952	protein-coding		YP_005220863.1	230	KPHS_p100560
NC_016838.1	48090	48413	pKPHS1	minus	hypothetical protein		11817953	protein-coding		YP_005220864.1	107	KPHS_p100570
NC_016838.1	48510	50009	pKPHS1	minus	putative phage tail protein		11817954	protein-coding		YP_005220865.1	499	KPHS_p100580
NC_016838.1	50062	52683	pKPHS1	minus	Gp21		11817955	protein-coding		YP_005220866.1	873	KPHS_p100590
NC_016838.1	52643	56548	pKPHS1	minus	Gp21		11817956	protein-coding		YP_005220867.1	1301	KPHS_p100600
NC_016838.1	56607	62231	pKPHS1	minus	putative phage tail protein		11817957	protein-coding		YP_005220868.1	1874	KPHS_p100610
NC_016838.1	62248	62859	pKPHS1	minus	putative phage tail protein		11817958	protein-coding		YP_005220869.1	203	KPHS_p100620
NC_016838.1	62847	63644	pKPHS1	minus	putative phage tail protein		11817959	protein-coding		YP_005220870.1	265	KPHS_p100630
NC_016838.1	63637	64335	pKPHS1	minus	putative phage tail protein		11817960	protein-coding		YP_005220871.1	232	KPHS_p100640
NC_016838.1	64422	64757	pKPHS1	minus	minor tail fiber protein M		11817961	protein-coding		YP_005220872.1	111	KPHS_p100650
NC_016838.1	64801	66138	pKPHS1	minus	putative phage tail tape measure protein		11817962	protein-coding		YP_005220873.1	445	KPHS_p100660
NC_016838.1	66140	69340	pKPHS1	minus	hypothetical protein		11817963	protein-coding		YP_005220874.1	1066	KPHS_p100670
NC_016838.1	69348	69572	pKPHS1	minus	hypothetical protein		11817964	protein-coding		YP_005220875.1	74	KPHS_p100680
NC_016838.1	69698	70015	pKPHS1	minus	hypothetical protein		11817965	protein-coding		YP_005220876.1	105	KPHS_p100690
NC_016838.1	70077	70823	pKPHS1	minus	hypothetical protein		11817966	protein-coding		YP_005220877.1	248	KPHS_p100700
NC_016838.1	70891	71283	pKPHS1	minus	hypothetical protein		11817967	protein-coding		YP_005220878.1	130	KPHS_p100710
NC_016838.1	71285	71758	pKPHS1	minus	hypothetical protein		11817968	protein-coding		YP_005220879.1	157	KPHS_p100720
NC_016838.1	71749	72093	pKPHS1	minus	hypothetical protein		11817969	protein-coding		YP_005220880.1	114	KPHS_p100730
NC_016838.1	72191	73024	pKPHS1	minus	hypothetical protein		11817970	protein-coding		YP_005220881.1	277	KPHS_p100740
NC_016838.1	73024	73173	pKPHS1	minus	hypothetical protein		11817971	protein-coding		YP_005220882.1	49	KPHS_p100750
NC_016838.1	73341	73529	pKPHS1	plus	hypothetical protein		11817972	protein-coding		YP_005220883.1	62	KPHS_p100760
NC_016838.1	73505	73933	pKPHS1	minus	hypothetical protein		11817973	protein-coding		YP_005220884.1	142	KPHS_p100770
NC_016838.1	74012	74890	pKPHS1	minus	hypothetical protein		11817974	protein-coding		YP_005220885.1	292	KPHS_p100780
NC_016838.1	74917	75816	pKPHS1	minus	hypothetical protein		11817975	protein-coding		YP_005220886.1	299	KPHS_p100790
NC_016838.1	75839	76486	pKPHS1	minus	hypothetical protein		11817976	protein-coding		YP_005220887.1	215	KPHS_p100800
NC_016838.1	76600	77427	pKPHS1	minus	hypothetical protein		11817977	protein-coding		YP_005220888.1	275	KPHS_p100810
NC_016838.1	77445	78701	pKPHS1	minus	hypothetical protein		11817978	protein-coding		YP_005220889.1	418	KPHS_p100820
NC_016838.1	78704	79345	pKPHS1	minus	putative DNA-binding protein		11817979	protein-coding		YP_005220890.1	213	KPHS_p100830
NC_016838.1	79521	79787	pKPHS1	minus	hypothetical protein		11817980	protein-coding		YP_005220891.1	88	KPHS_p100840
NC_016838.1	79797	80687	pKPHS1	minus	hypothetical protein		11817981	protein-coding		YP_005220892.1	296	KPHS_p100850
NC_016838.1	80693	80947	pKPHS1	minus	hypothetical protein		11817982	protein-coding		YP_005220893.1	84	KPHS_p100860
NC_016838.1	80940	81362	pKPHS1	minus	putative ABC transporter ATP-binding protein		11817983	protein-coding		YP_005220894.1	140	KPHS_p100870
NC_016838.1	81359	81577	pKPHS1	minus	putative ABC transporter ATP-binding protein		11817984	protein-coding		YP_005220895.1	72	KPHS_p100880
NC_016838.1	81574	82242	pKPHS1	minus	hypothetical protein		11817985	protein-coding		YP_005220896.1	222	KPHS_p100890
NC_016838.1	82242	82946	pKPHS1	minus	hypothetical protein		11817986	protein-coding		YP_005220897.1	234	KPHS_p100900
NC_016838.1	83006	84565	pKPHS1	plus	putative helicase		11817987	protein-coding		YP_005220898.1	519	KPHS_p100910
NC_016838.1	84568	84843	pKPHS1	plus	hypothetical protein		11817988	protein-coding		YP_005220899.1	91	KPHS_p100920
NC_016838.1	84894	85328	pKPHS1	minus	hypothetical protein		11817989	protein-coding		YP_005220900.1	144	KPHS_p100930
NC_016838.1	85487	86017	pKPHS1	plus	putative transcriptional regulator		11817990	protein-coding		YP_005220901.1	176	KPHS_p100940
NC_016838.1	86150	86329	pKPHS1	plus	hypothetical protein		11817991	protein-coding		YP_005220902.1	59	KPHS_p100950
NC_016838.1	86651	87301	pKPHS1	plus	hypothetical protein		11817992	protein-coding		YP_005220903.1	216	KPHS_p100960
NC_016838.1	87352	87555	pKPHS1	plus	hypothetical protein		11817993	protein-coding		YP_005220904.1	67	KPHS_p100970
NC_016838.1	88150	88632	pKPHS1	minus	hypothetical protein		11817994	protein-coding		YP_005220905.1	160	KPHS_p100980
NC_016838.1	88837	89034	pKPHS1	minus	hypothetical protein		11817995	protein-coding		YP_005220906.1	65	KPHS_p100990
NC_016838.1	88987	89139	pKPHS1	plus	hypothetical protein		11817996	protein-coding		YP_005220907.1	50	KPHS_p101000
NC_016838.1	89244	89663	pKPHS1	minus	hypothetical protein		11817997	protein-coding		YP_005220908.1	139	KPHS_p101010
NC_016838.1	89771	90070	pKPHS1	minus	hypothetical protein		11817998	protein-coding		YP_005220909.1	99	KPHS_p101020
NC_016838.1	90219	90431	pKPHS1	minus	hypothetical protein		11817999	protein-coding		YP_005220910.1	70	KPHS_p101030
NC_016838.1	90444	90662	pKPHS1	minus	hypothetical protein		11818000	protein-coding		YP_005220911.1	72	KPHS_p101040
NC_016838.1	91292	91414	pKPHS1	plus	hypothetical protein		11818001	protein-coding		YP_005220912.1	40	KPHS_p101050
NC_016838.1	92539	92724	pKPHS1	plus	hypothetical protein		11818002	protein-coding		YP_005220913.1	61	KPHS_p101060
NC_016838.1	92708	94405	pKPHS1	plus	hypothetical protein		11818003	protein-coding		YP_005220914.1	565	KPHS_p101070
NC_016838.1	94609	96165	pKPHS1	plus	type I restriction enzyme		11818004	protein-coding		YP_005220915.1	518	KPHS_p101080
NC_016838.1	96162	97358	pKPHS1	plus	Restriction modification system DNA specificity domain protein		11818005	protein-coding		YP_005220916.1	398	KPHS_p101090
NC_016838.1	97434	97715	pKPHS1	plus	HsdR protein		11818006	protein-coding		YP_005220917.1	93	KPHS_p101100
NC_016838.1	97669	100164	pKPHS1	plus	putative type I restriction-modification enzyme R subunit		11818007	protein-coding		YP_005220918.1	831	KPHS_p101110
NC_016838.1	100260	100550	pKPHS1	plus	putative type I restriction-modification enzyme R subunit		11818008	protein-coding		YP_005220919.1	96	KPHS_p101120
NC_016838.1	100612	100827	pKPHS1	minus	putative DNA modification methylase		11818009	protein-coding		YP_005220920.1	71	KPHS_p101130
NC_016838.1	100956	101534	pKPHS1	minus	hypothetical protein		11818010	protein-coding		YP_005220921.1	192	KPHS_p101140
NC_016838.1	101662	101817	pKPHS1	minus	hypothetical protein		11818011	protein-coding		YP_005220922.1	51	KPHS_p101150
NC_016838.1	101817	102188	pKPHS1	minus	TciA		11818012	protein-coding		YP_005220923.1	123	KPHS_p101160
NC_016838.1	102542	103204	pKPHS1	minus	hypothetical protein		11818013	protein-coding		YP_005220924.1	220	KPHS_p101170
NC_016838.1	103228	103896	pKPHS1	minus	putative ribonuclease H		11818014	protein-coding		YP_005220925.1	222	KPHS_p101180
NC_016838.1	104424	104657	pKPHS1	minus	hypothetical protein		11818015	protein-coding		YP_005220926.1	77	KPHS_p101190
NC_016838.1	104860	105453	pKPHS1	minus	hypothetical protein		11818016	protein-coding		YP_005220927.1	197	KPHS_p101200
NC_016838.1	105638	106471	pKPHS1	minus	hypothetical protein		11818017	protein-coding		YP_005220928.1	277	KPHS_p101210
NC_016838.1	106597	107154	pKPHS1	minus	hypothetical protein		11818018	protein-coding		YP_005220929.1	185	KPHS_p101220
NC_016838.1	107164	107583	pKPHS1	minus	hypothetical protein		11818019	protein-coding		YP_005220930.1	139	KPHS_p101230
NC_016838.1	107647	108291	pKPHS1	minus	hypothetical protein		11818020	protein-coding		YP_005220931.1	214	KPHS_p101240
NC_016838.1	108291	108761	pKPHS1	minus	putative dihydrofolate reductase		11818021	protein-coding		YP_005220932.1	156	KPHS_p101250
NC_016838.1	108764	109159	pKPHS1	minus	hypothetical protein		11818022	protein-coding		YP_005220933.1	131	KPHS_p101260
NC_016838.1	109179	110282	pKPHS1	minus	putative thymidylate synthase		11818023	protein-coding		YP_005220934.1	367	KPHS_p101270
NC_016838.1	110476	111351	pKPHS1	minus	hypothetical protein		11818024	protein-coding		YP_005220935.1	291	KPHS_p101280
NC_016838.1	111429	112571	pKPHS1	minus	ribonucleotide-diphosphate reductase subunit beta		11818025	protein-coding		YP_005220936.1	380	KPHS_p101290
NC_016838.1	112702	115005	pKPHS1	minus	ribonucleotide-diphosphate reductase subunit alpha		11818026	protein-coding		YP_005220937.1	767	KPHS_p101300
NC_016838.1	115081	115650	pKPHS1	minus	hypothetical protein		11818027	protein-coding		YP_005220938.1	189	KPHS_p101310
NC_016838.1	115660	116370	pKPHS1	minus	hypothetical protein		11818028	protein-coding		YP_005220939.1	236	KPHS_p101320
NC_016838.1	116396	116980	pKPHS1	minus	RecF/RecN/SMC domain protein		11818029	protein-coding		YP_005220940.1	194	KPHS_p101330
NC_016838.1	116955	118313	pKPHS1	minus	putative exonuclease		11818030	protein-coding		YP_005220941.1	452	KPHS_p101340
NC_016838.1	118310	118543	pKPHS1	minus	hypothetical protein		11818031	protein-coding		YP_005220942.1	77	KPHS_p101350
NC_016838.1	118543	119628	pKPHS1	minus	putative exonuclease subunit 1		11818032	protein-coding		YP_005220943.1	361	KPHS_p101360
NC_016838.1	119627	119743	pKPHS1	plus	hypothetical protein		11818033	protein-coding		YP_005220944.1	38	KPHS_p101370
NC_016838.1	120127	120282	pKPHS1	minus	hypothetical protein		11818034	protein-coding		YP_005220945.1	51	KPHS_p101380
NC_016838.1	120281	120625	pKPHS1	plus	hypothetical protein		11818035	protein-coding		YP_005220946.1	114	KPHS_p101390
NC_016838.1	120648	121841	pKPHS1	plus	Chromosome segregation ATPase		11818036	protein-coding		YP_005220947.1	397	KPHS_p101400
NC_016838.1	122155	122799	pKPHS1	minus	hypothetical protein		11818037	protein-coding		YP_005220948.1	214	KPHS_p101410
NC_016839.1	64	228	pKPHS3	plus	hypothetical protein		11817896	protein-coding		YP_005220949.1	54	KPHS_p300010
NC_016839.1	315	749	pKPHS3	minus	hypothetical protein		11817897	protein-coding		YP_005220950.1	144	KPHS_p300020
NC_016839.1	767	1882	pKPHS3	minus	phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase		11817898	protein-coding		YP_005220951.1	371	KPHS_p300030
NC_016839.1	2026	2154	pKPHS3	plus	hypothetical protein		11817899	protein-coding		YP_005220952.1	42	KPHS_p300040
