NC_000913.3	190	255		plus	thr operon leader peptide	thrL	944742	protein-coding		NP_414542.1	21
NC_000913.3	337	2799		plus	fused aspartate kinase/homoserine dehydrogenase 1	thrA	945803	protein-coding		NP_414543.1	820
NC_000913.3	2801	3733		plus	homoserine kinase	thrB	947498	protein-coding		NP_414544.1	310
NC_000913.3	3734	5020		plus	threonine synthase	thrC	945198	protein-coding		NP_414545.1	428
NC_000913.3	5234	5530		plus	DUF2502 domain-containing protein YaaX	yaaX	944747	protein-coding		NP_414546.1	98
NC_000913.3	5683	6459		minus	DNA binding and peroxide stress response protein YaaA	yaaA	944749	protein-coding		NP_414547.1	258
NC_000913.3	6529	7959		minus	putative transporter YaaJ	yaaJ	944745	protein-coding		NP_414548.1	476
NC_000913.3	8238	9191		plus	transaldolase B	talB	944748	protein-coding		NP_414549.1	317
NC_000913.3	9306	9893		plus	molybdopterin adenylyltransferase	mog	944760	protein-coding		NP_414550.1	195
NC_000913.3	9928	10494		minus	acetate/succinate:H(+) symporter	satP	944792	protein-coding		NP_414551.1	188
NC_000913.3	10643	11356		minus	putative enzyme-specific chaperone YaaW	yaaW	944771	protein-coding		NP_414552.1	237
NC_000913.3	10830	11315		plus	uncharacterized protein MbiA	mbiA	948295	protein-coding		YP_009518733.1	161
NC_000913.3	11382	11786		minus	DUF2541 domain-containing protein YaaI	yaaI	944751	protein-coding		NP_414554.1	134
NC_000913.3	12163	14079		plus	chaperone protein DnaK	dnaK	944750	protein-coding		NP_414555.1	638
NC_000913.3	14168	15298		plus	chaperone protein DnaJ	dnaJ	944753	protein-coding		NP_414556.1	376
NC_000913.3	15445	16557		plus	IS186/IS421 family transposase	insL1	944754	protein-coding		NP_414557.1	370
NC_000913.3	16751	16960		minus	regulatory protein MokC	mokC	944756	protein-coding		NP_414559.1	69
NC_000913.3	16751	16903		minus	protein HokC	hokC	2847744	protein-coding		YP_025292.1	50
NC_000913.3	16952	17010		plus	uncharacterized gene	sokC	2847745	ncRNA			
NC_000913.3	16952	17010		plus	small regulatory RNA antitoxin SokC	sokC	2847745	other			
NC_000913.3	17489	18655		plus	Na(+):H(+) antiporter NhaA	nhaA	944758	protein-coding		NP_414560.1	388
NC_000913.3	18715	19620		plus	DNA-binding transcriptional activator NhaR	nhaR	944757	protein-coding		NP_414561.1	301
NC_000913.3	19811	20314		minus	IS1 family protein InsB	insB1	944743	protein-coding		NP_414562.1	167
NC_000913.3	20233	20508		minus	IS1 family protein InsA	insA1	948449	protein-coding		NP_414563.1	91
NC_000913.3	20815	21078		minus	30S ribosomal subunit protein S20	rpsT	944759	protein-coding		NP_414564.1	87
NC_000913.3	21181	21399		plus	DUF2575 domain-containing protein YaaY	yaaY	949128	protein-coding		NP_414565.1	72
NC_000913.3	21407	22348		plus	bifunctional riboflavin kinase/FMN adenylyltransferase	ribF	949129	protein-coding		NP_414566.1	313
NC_000913.3	22391	25207		plus	isoleucine--tRNA ligase	ileS	944761	protein-coding		NP_414567.1	938
NC_000913.3	25207	25701		plus	lipoprotein signal peptidase	lspA	944800	protein-coding		NP_414568.1	164
NC_000913.3	25826	26275		plus	peptidyl-prolyl cis-trans isomerase FkpB	fkpB	944807	protein-coding		NP_414569.1	149
NC_000913.3	26277	27227		plus	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH	944777	protein-coding		NP_414570.1	316
NC_000913.3	27293	28207		plus	ribonucleoside hydrolase RihC	rihC	944796	protein-coding		NP_414571.1	304
NC_000913.3	28374	29195		plus	4-hydroxy-tetrahydrodipicolinate reductase	dapB	944762	protein-coding		NP_414572.1	273
NC_000913.3	29651	30799		plus	carbamoyl-phosphate synthetase small subunit	carA	949025	protein-coding		NP_414573.1	382
NC_000913.3	30817	34038		plus	carbamoyl-phosphate synthetase large subunit	carB	944775	protein-coding		NP_414574.1	1073
NC_000913.3	34300	34695		plus	DNA-binding transcriptional activator CaiF	caiF	944795	protein-coding		NP_414576.4	131
NC_000913.3	34781	35371		minus	putative transferase CaiE	caiE	948999	protein-coding		NP_414577.2	196
NC_000913.3	35377	36162		minus	crotonobetainyl-CoA hydratase	caiD	948995	protein-coding		NP_414578.2	261
NC_000913.3	36271	37824		minus	carnitine--CoA ligase	caiC	944886	protein-coding		NP_414579.4	517
NC_000913.3	37898	39115		minus	gamma-butyrobetainyl-CoA:carnitine CoA transferase	caiB	948997	protein-coding		NP_414580.1	405
NC_000913.3	39244	40386		minus	crotonobetainyl-CoA reductase	caiA	949064	protein-coding		NP_414581.1	380
NC_000913.3	40417	41931		minus	L-carnitine:gamma-butyrobetaine antiporter	caiT	944765	protein-coding		NP_414582.1	504
NC_000913.3	42403	43173		plus	putative electron transfer flavoprotein FixA	fixA	947316	protein-coding		NP_414583.2	256
NC_000913.3	43188	44129		plus	putative electron transfer flavoprotein FixB	fixB	948939	protein-coding		NP_414584.1	313
NC_000913.3	44180	45466		plus	putative oxidoreductase FixC	fixC	948958	protein-coding		NP_414585.1	428
NC_000913.3	45463	45750		plus	putative ferredoxin FixX	fixX	948590	protein-coding		NP_414586.1	95
NC_000913.3	45807	47138		plus	putative transporter YaaU	yaaU	944766	protein-coding		NP_414587.1	443
NC_000913.3	47246	47776		plus	regulator of KefC-mediated potassium transport and quinone oxidoreductase	kefF	944767	protein-coding		NP_414588.1	176
NC_000913.3	47769	49631		plus	K(+) : H(+) antiporter KefC	kefC	944773	protein-coding		NP_414589.1	620
NC_000913.3	49823	50302		plus	dihydrofolate reductase	folA	944790	protein-coding		NP_414590.1	159
NC_000913.3	50380	51222		minus	diadenosine tetraphosphatase	apaH	944770	protein-coding		NP_414591.1	280
NC_000913.3	51229	51606		minus	DUF525 domain-containing protein ApaG	apaG	944772	protein-coding		NP_414592.1	125
NC_000913.3	51609	52430		minus	"16S rRNA m(6)2A1518,m(6)2A1519 dimethyltransferase"	rsmA	944939	protein-coding		NP_414593.1	273
NC_000913.3	52427	53416		minus	4-hydroxythreonine-4-phosphate dehydrogenase	pdxA	944919	protein-coding		NP_414594.1	329
NC_000913.3	53416	54702		minus	chaperone SurA	surA	944812	protein-coding		NP_414595.1	428
NC_000913.3	54755	57109		minus	lipopolysaccharide assembly protein LptD	lptD	945011	protein-coding		NP_414596.1	784
NC_000913.3	57364	58179		plus	co-chaperone protein DjlA	djlA	948992	protein-coding		NP_414597.1	271
NC_000913.3	58474	59124		plus	putative uncharacterized protein YabP	yabP	945039	protein-coding		YP_009518734.1	216
NC_000913.3	59121	59279		plus	protein YabQ	yabQ	38094933	protein-coding		YP_009518735.1	52
NC_000913.3	59687	60346		minus	23S rRNA pseudouridine(746) and tRNA pseudouridine(32) synthase	rluA	946262	protein-coding		NP_414600.1	219
NC_000913.3	60358	63264		minus	RNA polymerase-binding ATPase and RNAP recycling factor	rapA	948523	protein-coding		NP_414601.1	968
NC_000913.3	63429	65780		minus	DNA polymerase II	polB	944779	protein-coding		NP_414602.1	783
NC_000913.3	65855	66550		minus	L-ribulose-5-phosphate 4-epimerase AraD	araD	945294	protein-coding		NP_414603.1	231
NC_000913.3	66835	68337		minus	L-arabinose isomerase	araA	947511	protein-coding		NP_414604.1	500
NC_000913.3	68348	70048		minus	ribulokinase	araB	946017	protein-coding		NP_414605.1	566
NC_000913.3	70387	71265		plus	DNA-binding transcriptional dual regulator AraC	araC	944780	protein-coding		NP_414606.1	292
NC_000913.3	71351	72115		plus	DedA family protein YabI	yabI	944783	protein-coding		NP_414607.1	254
NC_000913.3	72229	72927		minus	thiamine ABC transporter ATP binding subunit	thiQ	944785	protein-coding		NP_414608.1	232
NC_000913.3	72911	74521		minus	thiamine ABC transporter membrane subunit	thiP	944784	protein-coding		NP_414609.1	536
NC_000913.3	74497	75480		minus	thiamine ABC transporter periplasmic binding protein	thiB	946306	protein-coding		NP_414610.1	327
NC_000913.3	75516	75608		minus	uncharacterized gene	sroA	63925622	ncRNA			
NC_000913.3	75516	75608		minus	small RNA SroA	sroA	63925622	other			
NC_000913.3	75644	77299		minus	DNA-binding transcriptional dual regulator SgrR	sgrR	944788	protein-coding		NP_414611.1	551
NC_000913.3	77367	77593		plus	uncharacterized gene	sgrS	4056038	ncRNA			
NC_000913.3	77367	77593		plus	small regulatory RNA SgrS	sgrS	4056038	other			
NC_000913.3	77388	77519		plus	PtsG glucose transporter inhibitor	sgrT	7751624	protein-coding		YP_002791237.1	43
NC_000913.3	77621	78799		plus	sugar exporter SetA	setA	944793	protein-coding		YP_025293.1	392
NC_000913.3	78848	79453		minus	3-isopropylmalate dehydratase subunit LeuD	leuD	945642	protein-coding		NP_414613.1	201
NC_000913.3	79464	80864		minus	3-isopropylmalate dehydratase subunit LeuC	leuC	945076	protein-coding		NP_414614.1	466
NC_000913.3	80867	81958		minus	3-isopropylmalate dehydrogenase	leuB	944798	protein-coding		NP_414615.4	363
NC_000913.3	81958	83529		minus	2-isopropylmalate synthase	leuA	947465	protein-coding		NP_414616.1	523
NC_000913.3	83622	83708		minus	leu operon leader peptide	leuL	946072	protein-coding		NP_414617.1	28
NC_000913.3	84368	85312		plus	DNA-binding transcriptional dual regulator LeuO	leuO	949034	protein-coding		NP_414618.4	314
NC_000913.3	85467	85511		minus	protein YabR	yabR	38094934	protein-coding		YP_009518736.1	14
NC_000913.3	85630	87354		plus	"acetolactate synthase/acetohydroxybutanoate synthase, catalytic subunit"	ilvI	948793	protein-coding		YP_025294.2	574
NC_000913.3	87357	87848		plus	"acetolactate synthase/acetohydroxybutanoate synthase, regulatory subunit"	ilvH	947267	protein-coding		NP_414620.1	163
NC_000913.3	88028	89032		plus	DNA-binding transcriptional dual regulator Cra	cra	944804	protein-coding		NP_414622.1	334
NC_000913.3	89634	90092		plus	DNA-binding transcriptional repressor MraZ	mraZ	944810	protein-coding		NP_414623.1	152
NC_000913.3	90094	91035		plus	16S rRNA m(4)C1402 methyltransferase	rsmH	944806	protein-coding		NP_414624.1	313
NC_000913.3	91032	91397		plus	cell division protein FtsL	ftsL	944803	protein-coding		NP_414625.1	121
NC_000913.3	91413	93179		plus	peptidoglycan DD-transpeptidase FtsI	ftsI	944799	protein-coding		NP_414626.1	588
NC_000913.3	92485	92658		plus	uncharacterized gene	ftsO	71004551	ncRNA			
NC_000913.3	92485	92658		plus	small regulatory RNA FtsO	ftsO	71004551	other			
NC_000913.3	93166	94653		plus	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"	murE	944791	protein-coding		NP_414627.1	495
NC_000913.3	94650	96008		plus	D-alanyl-D-alanine-adding enzyme	murF	944813	protein-coding		NP_414628.1	452
NC_000913.3	96002	97084		plus	phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY	944814	protein-coding		NP_414629.1	360
NC_000913.3	97087	98403		plus	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD	944818	protein-coding		NP_414630.1	438
NC_000913.3	98403	99647		plus	peptidoglycan glycosyltransferase FtsW	ftsW	946322	protein-coding		NP_414631.1	414
NC_000913.3	99644	100711		plus	N-acetylglucosaminyl transferase	murG	946321	protein-coding		NP_414632.1	355
NC_000913.3	100765	102240		plus	UDP-N-acetylmuramate--L-alanine ligase	murC	946153	protein-coding		NP_414633.1	491
NC_000913.3	102233	103153		plus	D-alanine--D-alanine ligase B	ddlB	946324	protein-coding		NP_414634.1	306
NC_000913.3	103155	103985		plus	cell division protein FtsQ	ftsQ	944823	protein-coding		NP_414635.1	276
NC_000913.3	103982	105244		plus	cell division protein FtsA	ftsA	944778	protein-coding		NP_414636.1	420
NC_000913.3	105305	106456		plus	cell division protein FtsZ	ftsZ	944786	protein-coding		NP_414637.1	383
NC_000913.3	106557	107474		plus	UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC	944816	protein-coding		NP_414638.1	305
NC_000913.3	107705	108217		plus	SecA translation regulator	secM	944831	protein-coding		NP_414639.2	170
NC_000913.3	108279	110984		plus	protein translocation ATPase	secA	944821	protein-coding		NP_414640.1	901
NC_000913.3	111044	111433		plus	8-oxo-dGTP diphosphatase	mutT	944824	protein-coding		NP_414641.1	129
NC_000913.3	111649	111846		minus	DNA gyrase inhibitor YacG	yacG	945630	protein-coding		NP_414643.1	65
NC_000913.3	111856	112599		minus	cell division factor ZapD	zapD	944873	protein-coding		NP_414644.1	247
NC_000913.3	112599	113219		minus	dephospho-CoA kinase	coaE	949060	protein-coding		NP_414645.1	206
NC_000913.3	113244	113288		plus	protein YacM	yacM	38094935	protein-coding		YP_009518737.1	14
NC_000913.3	113444	114487		plus	GMP reductase	guaC	948986	protein-coding		NP_414646.1	347
NC_000913.3	114522	115724		minus	inner membrane protein HofC	hofC	945806	protein-coding		NP_414648.1	400
NC_000913.3	115714	117099		minus	T2SSE family protein	hofB	947481	protein-coding		NP_414649.1	461
NC_000913.3	117109	117549		minus	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdD	ppdD	945817	protein-coding		NP_414650.1	146
NC_000913.3	117752	118645		minus	quinolinate phosphoribosyltransferase (decarboxylating)	nadC	948869	protein-coding		NP_414651.1	297
NC_000913.3	118733	119284		plus	"1,6-anhydro-N-acetylmuramoyl-L-alanine amidase"	ampD	948877	protein-coding		NP_414652.1	183
NC_000913.3	119281	120135		plus	protein AmpE	ampE	946678	protein-coding		NP_414653.1	284
NC_000913.3	120178	121551		minus	aromatic amino acid:H(+) symporter AroP	aroP	946018	protein-coding		NP_414654.1	457
NC_000913.3	122092	122856		plus	DNA-binding transcriptional dual regulator PdhR	pdhR	944827	protein-coding		NP_414655.1	254
NC_000913.3	123017	125680		plus	pyruvate dehydrogenase E1 component	aceE	944834	protein-coding		NP_414656.1	887
NC_000913.3	125695	127587		plus	"pyruvate dehydrogenase, E2 subunit"	aceF	944794	protein-coding		NP_414657.1	630
NC_000913.3	127912	129336		plus	lipoamide dehydrogenase	lpd	944854	protein-coding		NP_414658.1	474
NC_000913.3	129407	131260		minus	DUF3300 domain-containing protein YacH	yacH	944868	protein-coding		NP_414659.1	617
NC_000913.3	131615	134212		plus	AcnB	acnB	944864	protein-coding		NP_414660.1	865
NC_000913.3	134388	134750		plus	PF06062 family protein YacL	yacL	944809	protein-coding		NP_414661.2	120
NC_000913.3	134788	135582		minus	S-adenosylmethionine decarboxylase proenzyme	speD	947719	protein-coding		NP_414662.1	264
NC_000913.3	135598	136464		minus	spermidine synthase	speE	947726	protein-coding		NP_414663.1	288
NC_000913.3	136570	136917		minus	putative lipoprotein YacC	yacC	948472	protein-coding		NP_414664.4	115
NC_000913.3	137083	138633		plus	multicopper oxidase CueO	cueO	947736	protein-coding		NP_414665.1	516
NC_000913.3	138835	141225		minus	quinoprotein glucose dehydrogenase	gcd	944830	protein-coding		NP_414666.1	796
NC_000913.3	141431	141967		plus	hypoxanthine phosphoribosyltransferase	hpt	946624	protein-coding		NP_414667.4	178
NC_000913.3	142008	142670		minus	carbonic anhydrase 2	can	944832	protein-coding		NP_414668.1	220
NC_000913.3	142779	143705		plus	putative ABC transporter ATP-binding protein YadG	yadG	944833	protein-coding		NP_414669.1	308
NC_000913.3	143702	144472		plus	putative ABC transporter membrane subunit YadH	yadH	944836	protein-coding		NP_414670.1	256
NC_000913.3	144577	145017		plus	putative PTS enzyme IIA component YadI	yadI	947397	protein-coding		NP_414671.1	146
NC_000913.3	145081	146310		plus	putative polysaccharide deacetylase lipoprotein YadE	yadE	946536	protein-coding		NP_414672.1	409
NC_000913.3	146314	146694		minus	aspartate 1-decarboxylase proenzyme	panD	945686	protein-coding		NP_414673.1	126
NC_000913.3	146968	147870		plus	recombination-promoting nuclease RpnC	rpnC	944781	protein-coding		NP_414674.1	300
NC_000913.3	147944	148795		minus	pantothenate synthetase	panC	944958	protein-coding		NP_414675.1	283
NC_000913.3	148807	149601		minus	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	944839	protein-coding		NP_414676.1	264
NC_000913.3	149715	150953		minus	fimbrial tip-adhesin YadC	yadC	944837	protein-coding		NP_414677.1	412
NC_000913.3	151003	151599		minus	putative fimbrial protein YadK	yadK	944835	protein-coding		NP_414678.1	198
NC_000913.3	151626	152231		minus	putative fimbrial protein YadL	yadL	944829	protein-coding		NP_414679.1	201
NC_000913.3	152243	152812		minus	putative fimbrial protein YadM	yadM	944828	protein-coding		NP_414680.4	189
NC_000913.3	152829	155426		minus	putative fimbrial usher protein HtrE	htrE	944819	protein-coding		NP_414681.1	865
NC_000913.3	155461	156201		minus	putative fimbrial chaperone YadV	yadV	944859	protein-coding		NP_414682.1	246
NC_000913.3	156299	156883		minus	putative fimbrial protein YadN	yadN	944841	protein-coding		NP_414683.1	194
NC_000913.3	157253	157732		minus	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK	948792	protein-coding		NP_414684.1	159
NC_000913.3	157729	159126		minus	poly(A) polymerase I	pcnB	947318	protein-coding		NP_414685.4	465
NC_000913.3	159186	160112		minus	glutamyl-Q tRNA(Asp) synthetase	gluQ	944846	protein-coding		NP_414686.3	308
NC_000913.3	160149	160604		minus	RNA polymerase-binding transcription factor DksA	dksA	944850	protein-coding		NP_414687.1	151
NC_000913.3	160782	161486		minus	sugar fermentation stimulation protein A	sfsA	944855	protein-coding		NP_414688.1	234
NC_000913.3	161501	162031		minus	"RNA 2',3'-cyclic phosphodiesterase"	thpR	944848	protein-coding		NP_414689.4	176
NC_000913.3	162105	164534		plus	RNA-dependent NTPase HrpB	hrpB	944845	protein-coding		NP_414690.4	809
NC_000913.3	164730	167264		plus	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcB	mrcB	944843	protein-coding		NP_414691.1	844
NC_000913.3	167484	169727		plus	ferrichrome outer membrane transporter/phage receptor	fhuA	944856	protein-coding		NP_414692.1	747
NC_000913.3	169778	170575		plus	iron(III) hydroxamate ABC transporter ATP binding subunit	fhuC	945250	protein-coding		NP_414693.1	265
NC_000913.3	170575	171465		plus	iron(III) hydroxamate ABC transporter periplasmic binding protein	fhuD	947510	protein-coding		NP_414694.1	296
NC_000913.3	171462	173444		plus	iron(III) hydroxamate ABC transporter membrane subunit	fhuB	946890	protein-coding		NP_414695.1	660
NC_000913.3	173602	174882		minus	"glutamate-1-semialdehyde 2,1-aminomutase"	hemL	946892	protein-coding		NP_414696.1	426
NC_000913.3	175048	175095		plus	protein YadX	yadX	63925623	protein-coding		YP_010051173.1	15
